Název;Autor;Spoluautoři;Druh;Deponováno;SystemovéČíslo;EvidenřníČísloFEL;ČísloOddělení;ČárovýKód;Stran;Vydání;Rok;Vydavatel;Země;ISBNorISSN;ČísloČasopisu;RočníkČasopisu;Konference;Cena;KlíčováSlova;Poznámka;Vloženo;Zapůjčeno;ZapůjčenoOd;ZapůjčenoDo;Extra1;Extra1;Extra1;Extra1;Extra1
Video Surveillance of Patients Suffering from Sleep Disorders - I.;Škodová, K.;;diplomová / bakalářská práce;Katedra;;;;;50;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;pouze 1 exemplář;;volná;;;;;;;
Umělý imunitní systém pro detekci gramatických chyb - II.;Vítovec, Přemysl;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Umělý imunitní systém pro detekci gramatických chyb - I.;Vítovec, Přemysl;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Umělé imunitní systémy: optimalizace reálné funkce - II.;Čepec, Radek;;diplomová / bakalářská práce;Katedra;;;;;68;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Umělé imunitní systémy: optimalizace reálné funkce - I.;Čepec, Radek;;diplomová / bakalářská práce;Katedra;;;;;68;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Tvorba 3D modelu prostředí pro mobilní robotiku - II.;Bilka, T.;;diplomová / bakalářská práce;Katedra;;;;;71;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Tvorba 3D modelu prostředí pro mobilní robotiku - I.;Bilka, T.;;diplomová / bakalářská práce;Katedra;675261;;;675261-10;71;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Sémantické anotace - II.;Kouba, J.;;diplomová / bakalářská práce;Katedra;;;;;46;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Sémantické anotace - I.;Kouba, J.;;diplomová / bakalářská práce;Katedra;675410;;;675410-10;46;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Subjective and Objective Analysis of Bipolar Patients - II.;Poupě, J.;;diplomová / bakalářská práce;Katedra;;;;;42;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Subjective and Objective Analysis of Bipolar Patients - I.;Poupě, J.;;diplomová / bakalářská práce;Katedra;675332;;;675332-10;42;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Specifikace požadavků a návrh uspořádání mibilní JIP - II.;Lážek, P.;;diplomová / bakalářská práce;Katedra;;;;;84;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Specifikace požadavků a návrh uspořádání mibilní JIP - I.;Lážek, P.;;diplomová / bakalářská práce;Katedra;;;;;84;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Sleep Stages & Apnea Estimation using Electrocardiogram Signal - II.;Kazbunda, Radek;;diplomová / bakalářská práce;Katedra;;;;;59;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Sleep Stages & Apnea Estimation using Electrocardiogram Signal - I.;Kazbunda, Radek;;diplomová / bakalářská práce;Katedra;673715;;;673715-10;59;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Skipe Detection and Sorting Analysis - I.;Neuschl, P.;;diplomová / bakalářská práce;Katedra;675180;;;675180-10;83;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;pouze 1 exemplář;;volná;;;;;;;
Simulované žíhání - II.;Čeleda, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;25;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Simulované žíhání - I.;Čeleda, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;25;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Shlukování biomedicínských dat pomocí umělých imunitních systémů - II.;Šťastný, Jaroslav;;diplomová / bakalářská práce;Katedra;;;;;52;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Shlukování biomedicínských dat pomocí umělých imunitních systémů - I.;Šťastný, Jaroslav;;diplomová / bakalářská práce;Katedra;;;;;52;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Routing Protocols for Mobile Ad-Hoc Networks - II.;Kolenčík, V.;;diplomová / bakalářská práce;Katedra;;;;;71;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Routing Protocols for Mobile Ad-Hoc Networks - I.;Kolenčík, V.;;diplomová / bakalářská práce;Katedra;;;;;71;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Representation of Geometric Objects for 3D Photography - II.;Tyleček, Radim;;diplomová / bakalářská práce;Katedra;;;;;85;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Representation of Geometric Objects for 3D Photography - I.;Tyleček, Radim;;diplomová / bakalářská práce;Katedra;673919;;;673919-10;85;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;Šára, Radim;;;;;;;
Reconstruction of 3D Surface from Colonoscopic Video - II.;Jansová, H.;;diplomová / bakalářská práce;Katedra;;;;;73;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Reconstruction of 3D Surface from Colonoscopic Video - I.;Jansová, H.;;diplomová / bakalářská práce;Katedra;675084;;;675084-10;73;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;Kybic, Jan;;;;;;;
Reactive Control of Intelligent Agents - I.;Motal, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;41;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Předzpracování a klasifikace genomických dat - II.;Krejník, M.;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;Železný, Filip;;;;;;;
Předzpracování a klasifikace genomických dat - I.;Krejník, M.;;diplomová / bakalářská práce;Katedra;675365;;;675365-10;55;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Předzpracování a klasifikace genomických dat - I.;Krejník, M.;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;pouze 1 exemplář;;volná;;;;;;;
Prolog, vizualizace pomocí krabičkového modelu - II.;Kostov, B.;;diplomová / bakalářská práce;Katedra;;;;;30;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Prolog, vizualizace pomocí krabičkového modelu - I.;Kostov, B.;;diplomová / bakalářská práce;Katedra;;;;;30;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Program pro prohlížení a segmentaci 3D MRI dat - II.;Mazanec, J.;;diplomová / bakalářská práce;Katedra;;;;;58;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Program pro prohlí?ení a segmentaci 3D MRI dat - I.;Mazanec, J.;;diplomová / bakalářská práce;Katedra;675314;;;675314-10;58;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;Kybic, Jan;;;;;;;
Processing of neuronal single-cell recordings from deep structures of human brain - II.;Schmidt, Karel;;diplomová / bakalářská práce;Katedra;;;;;85;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Processing of neuronal single-cell recordings from deep structures of human brain - I.;Schmidt, Karel;;diplomová / bakalářská práce;Katedra;673791;;;673791-10;85;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Predikce časové řady inteligentním adaptivním systémem - II.;Bílek, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;38;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Predikce časové řady inteligentním adaptivním systémem - I.;Bílek, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;38;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Porovnání metod pro extrakci příznaků z EKG záznamu - II.;Mackanič, Jiří;;diplomová / bakalářská práce;Katedra;;;;;74;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Porovnání metod pro extrakci příznaků z EKG záznamu - I.;Mackanič, Jiří;;diplomová / bakalářská práce;Katedra;673871;;;673871-10;74;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Podpůrný software pro výuku mobilní robotiky - II.;Szücsová, Hana;;diplomová / bakalářská práce;Katedra;;;;;60;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Podpůrný software pro výuku mobilní robotiky - I.;Szücsová, Hana;;diplomová / bakalářská práce;Katedra;;;;;60;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Plánování v doménách s prvky nepřátelského chování - II.;Panáček, M.;;diplomová / bakalářská práce;Katedra;;;;;57;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Plánování v doménách s prvky nepřátelského chování - I.;Panáček, M.;;diplomová / bakalářská práce;Katedra;675395;;;675395-10;57;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Plánování cesty pro mobilního robota - II.;Habáň, Přemysl;;diplomová / bakalářská práce;Katedra;;;;;52;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Plánování cesty pro mobilního robota - I.;Habáň, Přemysl;;diplomová / bakalářská práce;Katedra;;;;;52;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Plynová embolie u potápěčů - neinvazivní detekce plynových bublin v cévách - II.;Wolf, A.;;diplomová / bakalářská práce;Katedra;;;;;117;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Plynová embolie u potápěčů - neinvazivní detekce plynových bublin v cévách - I.;Wolf, A.;;diplomová / bakalářská práce;Katedra;675108;;;675108-10;117;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Platforma pro výuku mobilní robotiky - I.;Grimmer, V.;;diplomová / bakalářská práce;Katedra;;;;;48;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Platform Application Layer for COMBO6x - II.;Dedek, Tomáš;;diplomová / bakalářská práce;Katedra;;;;;52;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Platform Application Layer for COMBO6x - I.;Dedek, Tomáš;;diplomová / bakalářská práce;Katedra;673970;;;673970-10;52;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Pictorial Structural Models for Human Detection in Videos - II.;Prikner, R.;;diplomová / bakalářská práce;Katedra;;;;;63;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Pictorial Structural Models for Human Detection in Videos - I.;Prikner, R.;;diplomová / bakalářská práce;Katedra;675515;;;675515-10;63;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Periferní rozhraní pro mobilní roboty - II.;Havlovic, Karel;;diplomová / bakalářská práce;Katedra;;;;;64;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Periferní rozhraní pro mobilní roboty - I.;Havlovic, Karel;;diplomová / bakalářská práce;Katedra;673727;;;673727-10;64;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Odhad vzdálenosti překážek od automobilu ze sekvence obrazů - II.;Sychrovský, O.;;diplomová / bakalářská práce;Katedra;;;;;60;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Odhad vzdálenosti překá?ek od automobilu ze sekvence obrazů - I.;Sychrovský, O.;;diplomová / bakalářská práce;Katedra;675323;;;675323-10;60;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Object Tracking Based on On-line AdaBoost - II.;Gažák, P.;;diplomová / bakalářská práce;Katedra;;;;;40;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Object Tracking Based on On-line AdaBoost - I.;Gažák, P.;;diplomová / bakalářská práce;Katedra;;;;;40;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Návrhy ukazatelů kvality zdravotnických zařízení - II.;Vavřín, Radek;;diplomová / bakalářská práce;Katedra;673892;;;673892-10;90;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Multiagentní systémy a Web Services - II.;Brich, Milan;;diplomová / bakalářská práce;Katedra;;;;;54;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Multiagentní systémy a Web Services - I.;Brich, Milan;;diplomová / bakalářská práce;Katedra;673716;;;673716-10;54;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Multi-agentní podpora plánování a řízená humanitárních operací - II.;Jiránek, Pavel;;diplomová / bakalářská práce;Katedra;;;;;79;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Multi-agentní podpora plánování a řízená humanitárních operací - I.;Jiránek, Pavel;;diplomová / bakalářská práce;Katedra;;;;;79;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Multi-Agent Learning in A-net - II.;Urban, Š.;;diplomová / bakalářská práce;Katedra;;;;;59;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Multi-Agent Learning in A-net - I.;Urban, Š.;;diplomová / bakalářská práce;Katedra;6755326;;;675326-10;59;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Možnosti využití bezdrátové technologie Bluetooth pro přenos pletysmografických dat - II.;Kubáň, Vojtěch;;diplomová / bakalářská práce;Katedra;;;;;53;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Možnosti ovládania mobilného telefónu pomocou AT príkazov a využitie vo vlastnej aplikácii - II.;Krett, P.;;diplomová / bakalářská práce;Katedra;;;;;30;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Možnosti ovládania mobilného telefónu pomocou AT príkazov a využitie vo vlastnej aplikácii;Krett, P.;;diplomová / bakalářská práce;Katedra;;;;;30;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Možnosti bezdrátového přenosu biologických signálů - II.;Šíla, J.;;diplomová / bakalářská práce;Katedra;;;;;63;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Možnosti bezdrátového přenosu biologických signálů - I.;Šíla, J.;;diplomová / bakalářská práce;Katedra;;;;;63;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Moderní trendy telemedicíny, problematika eHealth - II.;Zima, Lukáš;;diplomová / bakalářská práce;Katedra;;;;;57;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Moderní trendy telemdicíny, problematika eHealth - I.;Zima, Lukáš;;diplomová / bakalářská práce;Katedra;673708;;;673708-10;57;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Mo?nosti vyu?ití bezdrátové technologie Bluetooth pro přenos pletysmografických dat - I.;Kubáň, Vojtěch;;diplomová / bakalářská práce;Katedra;673876;;;673876-10;53;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Metody strojového učení v makroekonomii - II.;Špinka, Zdeněk;;diplomová / bakalářská práce;Katedra;;;;;31;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Metody strojového učení v makroekonomii - I.;Špinka, Zdeněk;;diplomová / bakalářská práce;Katedra;;;;;31;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
MR Signal Analysis - II.;Saudek, E.;;diplomová / bakalářská práce;Katedra;;;;;54;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
MR Signal Analysis - I.;Saudek, E.;;diplomová / bakalářská práce;Katedra;675334;;;675334-10;54;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Lokalizace mobilního robotu metodou FastSLAM - II.;Peclinovský, Z.;;diplomová / bakalářská práce;Katedra;;;;;76;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Lokalizace mobilního robotu metodou FastSLAM - I.;Peclinovský, Z.;;diplomová / bakalářská práce;Katedra;;;;;76;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Korelační a koherentní analýza v EEG - II.;Franc, J.;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Korelační a koherentní analýza v EEG - I.;Franc, J.;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Klasifikace signálů očních pohybů - II.;Lantora, Jan;;diplomová / bakalářská práce;Katedra;;;;;77;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Klasifikace signálů očních pohybů - I.;Lantora, Jan;;diplomová / bakalářská práce;Katedra;673940;;;673940-10;77;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Inteligentní automobily řízené multiagentním systémem - II.;Šeda, Jan;;diplomová / bakalářská práce;Katedra;;;;;57;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Inteligentní autmobily řízené multiagentním systémem - I.;Šeda, Jan;;diplomová / bakalářská práce;Katedra;;;;;57;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Implementace USB rozhraní AVR mikrořadičem - II.;Smrž, Jan;;diplomová / bakalářská práce;Katedra;;;;;80;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Implementace USB rozhraní AVR mikrořadičem - I.;Smrž, Jan;;diplomová / bakalářská práce;Katedra;;;;;80;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
HLA Explorer - II.;Brož, J.;;diplomová / bakalářská práce;Katedra;;;;;60;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
HLA Explorer - I.;Brož, J.;;diplomová / bakalářská práce;Katedra;;;;;60;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Generování trajektorie pro kooperativní inspekci prostředí - II.;Vonásek, V.;;diplomová / bakalářská práce;Katedra;;;;;58;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Generování trajektorie pro kooperativní inspekci prostředí - I.;Vonásek, V.;;diplomová / bakalářská práce;Katedra;675383;;;675383-10;58;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;Krajník, Tomáš;;;;;;;
Filtering of ECG Signal - II.;Glajcar, R.;;diplomová / bakalářská práce;Katedra;;;;;52;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Filtering of ECG Signal - I.;Glajcar, R.;;diplomová / bakalářská práce;Katedra;;;;;53;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Distributed Planning in Multi-Agent Systems - II.;Semsch, E.;;diplomová / bakalářská práce;Katedra;;;;;62;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Distributed Planning in Multi-Agent Systems - I.;Semsch, E.;;diplomová / bakalářská práce;Katedra;675226;;;675226-10;62;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Diagnostika viskoelastických vlastností kolenního kloubu - II.;Eisenreich, Michal;;diplomová / bakalářská práce;Katedra;;;;;59;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Diagnostika viskoelastických vlastností kolenního kloubu - I.;Eisenreich, Michal;;diplomová / bakalářská práce;Katedra;673770;;;673770-10;59;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Diagnostika posturálních poruch - I.;Melecký, R.;;diplomová / bakalářská práce;Katedra;675107;;;675107-10;79;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;pouze 1 exemplář;;volná;;;;;;;
Detektory řečové aktivity na bázi neuronové sítě - I.;Jonáš, Petr;;diplomová / bakalářská práce;Katedra;;;;;51;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD (II - autor);;volná;;;;;;;
Detekce objektů náhodně inicializovaným sledováním - II.;Varga, C.;;diplomová / bakalářská práce;Katedra;;;;;55;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Detekce objektů náhodně inicializovaným sledováním - I.;Varga, C.;;diplomová / bakalářská práce;Katedra;675201;;;675201-10;55;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Detekce a sledování pohybujících se objektů v datech získaných laserovým dálkoměrem - II.;Mrázek, T.;;diplomová / bakalářská práce;Katedra;;;;;68;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Detekce a sledování pohybujících se objektů v datech získaných laserovým dálkoměrem - I.;Mrázek, T.;;diplomová / bakalářská práce;Katedra;675384;;;675384-10;68;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Data Mining - II.;Poldauf, Ondřej;;diplomová / bakalářská práce;Katedra;;;;;43;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Data Mining - I.;Poldauf, Ondřej;;diplomová / bakalářská práce;Katedra;;;;;43;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
Creation of Multi-agent Application for Control of Chilled Water System - II.;Kadera, Pavel;;diplomová / bakalářská práce;Katedra;;;;;74;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Creation of Multi-agent Application for Control of Chilled Water System - I.;Kadera, Pavel;;diplomová / bakalářská práce;Katedra;;;;;74;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;vč.CD;;volná;;;;;;;
Classification of Level of Fractional of Complex Fractionated Atrial Electrograms Recorded Suring Substrate Ablation of Atrial Fibrilation - II.;Korenko, Viliam;;diplomová / bakalářská práce;Katedra;;;;;43;1. vydání;2008;ČVUT Praha - FEL;ČR;;;;;;;;;volná;;;;;;;
